ip,msg,score
104.201.2.194,MSG,0
104.201.48.98,MSG,0
104.202.117.2,MSG,0
104.202.120.66,":'Path Traversal Attack (/../)',",2
104.202.120.66,MSG,0
104.202.187.2,MSG,0
104.203.181.202,":'Path Traversal Attack (/../)',",2
104.203.181.202,MSG,0
104.203.237.2,MSG,0
104.206.148.106,MSG,0
104.206.148.74,":'Path Traversal Attack (/../)',",5
104.206.148.74,MSG,0
104.216.9.122,":'PHP Injection Attack: High-Risk PHP Function Call Found',",14
104.216.9.122,":'PHP Injection Attack: Low-Value PHP Function Call Found',",3
104.216.9.122,":'PHP Injection Attack: PHP Open Tag Found',",1
104.216.9.122,":'PHP Injection Attack: Variable Function Call Found',",1
104.216.9.122,":'Path Traversal Attack (/../)',",1
104.216.9.122,":'SQL Injection Attack',",11
104.216.9.122,MSG,0
104.217.128.154,MSG,0
104.217.129.242,":'PHP Injection Attack: High-Risk PHP Function Call Found',",19
104.217.129.242,":'PHP Injection Attack: Low-Value PHP Function Call Found',",8
104.217.129.242,":'PHP Injection Attack: PHP Open Tag Found',",6
104.217.129.242,":'PHP Injection Attack: Variable Function Call Found',",6
104.217.129.242,":'Path Traversal Attack (/../)',",3
104.217.129.242,":'Possible XSS Attack Detected - HTML Tag Handler',",1
104.217.129.242,":'Remote Command Execution: Unix Shell Expression Found',",51
104.217.129.242,":'SQL Comment Sequence Detected.',",48
104.217.129.242,":'SQL Injection Attack',",8
104.217.129.242,":'XSS Filter - Category 5: Disallowed HTML Attributes',",1
104.217.129.242,MSG,0
104.217.196.202,":'Path Traversal Attack (/../)',",2
104.217.196.202,MSG,0
104.217.196.242,MSG,0
104.217.248.170,":'PHP Injection Attack: PHP Open Tag Found',",1
104.217.248.170,":'PHP Injection Attack: Variable Function Call Found',",1
104.217.248.170,":'Path Traversal Attack (/../)',",2
104.217.248.170,MSG,0
104.217.250.234,MSG,0
104.217.251.170,":'PHP Injection Attack: PHP Open Tag Found',",1
104.217.251.170,":'PHP Injection Attack: Variable Function Call Found',",1
104.217.251.170,":'Path Traversal Attack (/../)',",1
104.217.251.170,MSG,0
104.217.45.98,MSG,0
104.217.54.2,":'Path Traversal Attack (/../)',",4
104.217.54.2,MSG,0
104.221.175.114,MSG,0
104.223.229.194,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2
104.223.229.194,":'PHP Injection Attack: PHP Open Tag Found',",1
104.223.229.194,":'PHP Injection Attack: Variable Function Call Found',",1
104.223.229.194,":'Path Traversal Attack (/../)',",2
104.223.229.194,":'SQL Injection Attack',",2
104.223.229.194,MSG,0
104.224.223.82,":'PHP Injection Attack: PHP Open Tag Found',",1
104.224.223.82,":'PHP Injection Attack: Variable Function Call Found',",1
104.224.223.82,":'Path Traversal Attack (/../)',",1
104.224.223.82,MSG,0
104.224.235.130,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2856
104.224.235.130,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2616
104.224.235.130,":'PHP Injection Attack: Variables Found',",2608
104.224.235.130,":'SQL Comment Sequence Detected.',",15
104.224.235.130,":'SQL Injection Attack',",2836
104.232.96.142,MSG,0
104.233.231.252,MSG,0
104.237.64.226,MSG,0
104.247.196.154,MSG,0
104.251.48.66,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",3
104.251.48.66,":'PHP Injection Attack: High-Risk PHP Function Call Found',",608
104.251.48.66,":'PHP Injection Attack: Low-Value PHP Function Call Found',",38
104.251.48.66,":'PHP Injection Attack: PHP Open Tag Found',",2
104.251.48.66,":'PHP Injection Attack: Variable Function Call Found',",2
104.251.48.66,":'Path Traversal Attack (/../)',",6
104.251.48.66,":'SQL Comment Sequence Detected.',",32
104.251.48.66,":'SQL Hex Encoding Identified',",3
104.251.48.66,":'SQL Injection Attack',",370
104.251.48.66,":'SQL Injection Attack: Common DB Names Detected',",3
104.251.48.66,MSG,0
104.252.181.122,MSG,0
104.252.181.178,MSG,0
104.253.98.90,":'PHP Injection Attack: High-Risk PHP Function Call Found',",129
104.253.98.90,":'PHP Injection Attack: Low-Value PHP Function Call Found',",87
104.253.98.90,":'PHP Injection Attack: Variables Found',",82
104.253.98.90,":'Path Traversal Attack (/../)',",2
104.253.98.90,":'SQL Comment Sequence Detected.',",6
104.253.98.90,":'SQL Injection Attack',",90
104.253.98.90,MSG,0
106.11.158.34,":'Detects MySQL UDF injection and other data/structure manipulation attempts',",1
106.11.159.75,MSG,0
106.12.21.52,":'Path Traversal Attack (/../)',",10
106.12.21.52,":'SQL Comment Sequence Detected.',",295
106.12.27.194,MSG,0
106.120.160.76,":'Detects MySQL UDF injection and other data/structure manipulation attempts',",2
106.120.160.76,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
106.120.160.76,":'PHP Injection Attack: Low-Value PHP Function Call Found',",364
106.120.160.76,":'PHP Injection Attack: PHP Open Tag Found',",6
106.120.160.76,":'Path Traversal Attack (/../)',",6932
106.120.160.76,":'Possible XSS Attack Detected - HTML Tag Handler',",684
106.120.160.76,":'Remote Command Execution: Unix Shell Expression Found',",180
106.120.160.76,":'SQL Comment Sequence Detected.',",1243
106.120.160.76,":'SQL Injection Attack',",747
106.120.160.76,":'SQL Injection Attack: Common DB Names Detected',",364
106.120.160.76,":'XSS Filter - Category 1: Script Tag Vector',",333
106.120.160.76,":'XSS Filter - Category 3: Attribute Vector',",498
106.120.160.76,":'XSS Filter - Category 4: Javascript URI Vector',",175
106.120.161.64,":'PHP Injection Attack: Low-Value PHP Function Call Found',",368
106.120.161.64,":'PHP Injection Attack: PHP Open Tag Found',",4
106.120.161.64,":'Path Traversal Attack (/../)',",7314
106.120.161.64,":'Possible XSS Attack Detected - HTML Tag Handler',",731
106.120.161.64,":'Remote Command Execution: Unix Shell Expression Found',",158
106.120.161.64,":'SQL Comment Sequence Detected.',",1236
106.120.161.64,":'SQL Injection Attack',",717
106.120.161.64,":'SQL Injection Attack: Common DB Names Detected',",368
106.120.161.64,":'XSS Filter - Category 1: Script Tag Vector',",401
106.120.161.64,":'XSS Filter - Category 3: Attribute Vector',",579
106.120.161.64,":'XSS Filter - Category 4: Javascript URI Vector',",169
106.14.122.182,":'PHP Injection Attack: High-Risk PHP Function Call Found',",964454
106.14.122.182,":'PHP Injection Attack: Low-Value PHP Function Call Found',",943279
106.14.122.182,":'PHP Injection Attack: Variables Found',",941689
106.14.122.182,":'SQL Comment Sequence Detected.',",1746
106.14.122.182,":'SQL Injection Attack',",953429
106.15.39.217,":'PHP Injection Attack: High-Risk PHP Function Call Found',",48638
106.15.39.217,":'PHP Injection Attack: Low-Value PHP Function Call Found',",47721
106.15.39.217,":'PHP Injection Attack: Variables Found',",47676
106.15.39.217,":'SQL Comment Sequence Detected.',",14
106.15.39.217,":'SQL Injection Attack',",48638
106.38.241.163,MSG,0
106.39.189.241,MSG,0
106.39.189.251,MSG,0
106.39.190.18,MSG,0
106.39.193.181,MSG,0
106.42.40.42,MSG,0
106.51.113.15,MSG,0
106.51.70.251,MSG,0
106.75.142.73,MSG,0
107.148.194.182,MSG,0
107.148.31.1,MSG,0
107.149.132.1,":'Path Traversal Attack (/../)',",3
107.149.132.1,MSG,0
107.149.143.129,MSG,0
107.149.146.129,":'Path Traversal Attack (/../)',",4
107.149.146.129,MSG,0
107.149.200.1,MSG,0
107.149.222.1,MSG,0
107.149.56.129,MSG,0
107.151.103.229,MSG,0
107.151.103.233,MSG,0
107.151.103.237,MSG,0
107.151.103.239,MSG,0
107.151.122.90,":'PHP Injection Attack: High-Risk PHP Function Call Found',",3
107.151.122.90,":'PHP Injection Attack: PHP Open Tag Found',",1
107.151.122.90,":'PHP Injection Attack: Variable Function Call Found',",1
107.151.122.90,":'Path Traversal Attack (/../)',",1
107.151.122.90,":'Remote Command Execution: Wildcard bypass technique attempt',",1
107.151.122.90,":'SQL Comment Sequence Detected.',",1
107.151.122.90,":'SQL Injection Attack',",1
107.151.122.90,MSG,0
107.151.125.146,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2127
107.151.125.146,":'PHP Injection Attack: Low-Value PHP Function Call Found',",4
107.151.125.146,":'PHP Injection Attack: PHP Open Tag Found',",3
107.151.125.146,":'PHP Injection Attack: Variable Function Call Found',",3
107.151.125.146,":'Path Traversal Attack (/../)',",4
107.151.125.146,":'Possible XSS Attack Detected - HTML Tag Handler',",2
107.151.125.146,":'Remote Command Execution: Wildcard bypass technique attempt',",11
107.151.125.146,":'SQL Comment Sequence Detected.',",25
107.151.125.146,":'SQL Injection Attack',",4
107.151.125.146,":'SQL Injection Attack: Common DB Names Detected',",4
107.151.125.146,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
107.151.97.138,MSG,0
107.158.193.218,MSG,0
107.158.193.34,":'Path Traversal Attack (/../)',",1
107.158.193.34,MSG,0
107.160.5.194,MSG,0
107.164.147.10,MSG,0
107.164.172.146,MSG,0
107.164.243.115,":'PHP Injection Attack: High-Risk PHP Function Call Found',",8881
107.164.243.115,":'PHP Injection Attack: Low-Value PHP Function Call Found',",7994
107.164.243.115,":'PHP Injection Attack: PHP Open Tag Found',",12
107.164.243.115,":'PHP Injection Attack: Variable Function Call Found',",3
107.164.243.115,":'PHP Injection Attack: Variables Found',",7616
107.164.243.115,":'Path Traversal Attack (/../)',",10
107.164.243.115,":'Possible XSS Attack Detected - HTML Tag Handler',",4
107.164.243.115,":'Remote Command Execution: Unix Shell Expression Found',",231
107.164.243.115,":'Remote Command Execution: Wildcard bypass technique attempt',",5
107.164.243.115,":'SQL Comment Sequence Detected.',",578
107.164.243.115,":'SQL Injection Attack',",8773
107.164.243.115,":'SQL Injection Attack: Common DB Names Detected',",7
107.164.243.115,":'XSS Filter - Category 5: Disallowed HTML Attributes',",4
107.164.25.146,MSG,0
107.164.25.82,":'Detects blind sqli tests using sleep() or benchmark().',",1
107.164.25.82,":'PHP Injection Attack: High-Risk PHP Function Call Found',",137
107.164.25.82,":'PHP Injection Attack: Low-Value PHP Function Call Found',",4313
107.164.25.82,":'Remote Command Execution: Unix Shell Expression Found',",410
107.164.25.82,":'Remote Command Execution: Wildcard bypass technique attempt',",1
107.164.25.82,":'SQL Comment Sequence Detected.',",411
107.164.25.82,":'SQL Injection Attack',",4437
107.164.25.82,MSG,0
107.164.25.98,":'Path Traversal Attack (/../)',",1
107.164.25.98,MSG,0
107.165.255.58,":'Path Traversal Attack (/../)',",57
107.165.255.58,MSG,0
107.165.64.186,MSG,0
107.167.67.146,MSG,0
107.170.240.47,MSG,0
107.172.127.90,":'Path Traversal Attack (/../)',",1
107.172.127.90,MSG,0
107.173.106.90,":'PHP Injection Attack: High-Risk PHP Function Call Found',",5400
107.173.106.90,":'PHP Injection Attack: Low-Value PHP Function Call Found',",739
107.173.106.90,":'PHP Injection Attack: PHP Open Tag Found',",10
107.173.106.90,":'PHP Injection Attack: Variable Function Call Found',",1
107.173.106.90,":'Path Traversal Attack (/../)',",2
107.173.106.90,":'Remote Command Execution: Unix Shell Expression Found',",1
107.173.106.90,":'Remote Command Execution: Wildcard bypass technique attempt',",2
107.173.106.90,":'SQL Comment Sequence Detected.',",762
107.173.106.90,":'SQL Injection Attack',",2001
107.174.1.58,":'Path Traversal Attack (/../)',",22
107.174.1.58,MSG,0
107.174.1.82,":'PHP Injection Attack: High-Risk PHP Function Call Found',",16
107.174.1.82,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1
107.174.1.82,":'PHP Injection Attack: PHP Open Tag Found',",1
107.174.1.82,":'PHP Injection Attack: Variable Function Call Found',",1
107.174.1.82,":'Path Traversal Attack (/../)',",2
107.174.1.82,":'Possible XSS Attack Detected - HTML Tag Handler',",2
107.174.1.82,":'SQL Injection Attack',",17
107.174.1.82,":'SQL Injection Attack: Common DB Names Detected',",1
107.174.1.82,":'XSS Filter - Category 5: Disallowed HTML Attributes',",1
107.174.1.82,MSG,0
107.174.127.130,":'PHP Injection Attack: High-Risk PHP Function Call Found',",4310
107.174.127.130,":'PHP Injection Attack: Low-Value PHP Function Call Found',",505
107.174.127.130,":'PHP Injection Attack: PHP Open Tag Found',",2
107.174.127.130,":'Path Traversal Attack (/../)',",9
107.174.127.130,":'Remote Command Execution: Unix Shell Expression Found',",55
107.174.127.130,":'Remote Command Execution: Wildcard bypass technique attempt',",57
107.174.127.130,":'SQL Comment Sequence Detected.',",570
107.174.127.130,":'SQL Injection Attack',",1410
107.174.47.66,MSG,0
107.178.72.130,MSG,0
107.179.33.226,":'Path Traversal Attack (/../)',",1
107.179.33.226,MSG,0
107.183.137.226,":'PHP Injection Attack: High-Risk PHP Function Call Found',",123
107.183.137.226,":'PHP Injection Attack: Low-Value PHP Function Call Found',",120
107.183.137.226,":'PHP Injection Attack: PHP Open Tag Found',",3
107.183.137.226,":'PHP Injection Attack: Variable Function Call Found',",3
107.183.137.226,":'PHP Injection Attack: Variables Found',",84
107.183.137.226,":'Path Traversal Attack (/../)',",10
107.183.137.226,":'SQL Comment Sequence Detected.',",36
107.183.137.226,":'SQL Injection Attack',",123
107.183.137.226,MSG,0
107.183.138.154,MSG,0
107.183.138.162,MSG,0
107.183.220.138,":'Path Traversal Attack (/../)',",4
107.183.220.138,MSG,0
107.187.171.2,MSG,0
107.187.61.98,MSG,0
107.187.99.18,MSG,0
107.190.232.66,MSG,0
108.160.141.147,MSG,0
108.177.168.90,MSG,0
108.177.187.2,MSG,0
108.186.112.1,":'Path Traversal Attack (/../)',",4
108.186.112.1,MSG,0
108.186.186.1,MSG,0
108.186.3.65,MSG,0
108.61.242.249,MSG,0
108.62.168.218,MSG,0
108.62.49.201,":'Path Traversal Attack (/../)',",2
108.62.49.201,MSG,0
108.62.5.12,MSG,0
108.62.5.2,MSG,0
108.62.56.90,":'PHP Injection Attack: High-Risk PHP Function Call Found',",246
108.62.56.90,":'PHP Injection Attack: Low-Value PHP Function Call Found',",14
108.62.56.90,":'PHP Injection Attack: PHP Open Tag Found',",7
108.62.56.90,":'PHP Injection Attack: Variable Function Call Found',",4
108.62.56.90,":'Path Traversal Attack (/../)',",6
108.62.56.90,":'Possible XSS Attack Detected - HTML Tag Handler',",1
108.62.56.90,":'Remote Command Execution: Unix Shell Expression Found',",1
108.62.56.90,":'SQL Comment Sequence Detected.',",11
108.62.56.90,":'SQL Injection Attack',",108
108.62.56.90,":'SQL Injection Attack: Common DB Names Detected',",2
108.62.56.90,MSG,0
109.122.62.17,MSG,0
109.196.181.184,MSG,0
109.225.42.135,MSG,0
109.96.171.178,MSG,0
110.184.126.130,MSG,0
110.52.144.149,MSG,0
110.52.5.209,MSG,0
110.85.255.122,MSG,0
110.87.188.33,":'Detects MySQL UDF injection and other data/structure manipulation attempts',",198
110.87.188.33,":'Detects blind sqli tests using sleep() or benchmark().',",256
110.87.188.33,":'PHP Injection Attack: Low-Value PHP Function Call Found',",5660
110.87.188.33,":'PHP Injection Attack: PHP Open Tag Found',",84
110.87.188.33,":'Path Traversal Attack (/../)',",4874
110.87.188.33,":'Remote Command Execution: Unix Shell Expression Found',",2331
110.87.188.33,":'Remote Command Execution: Wildcard bypass technique attempt',",35
110.87.188.33,":'SQL Comment Sequence Detected.',",1047
110.87.188.33,":'SQL Injection Attack',",5920
110.87.188.33,":'SQL Injection Attack: Common DB Names Detected',",4
110.87.188.33,":'XSS Filter - Category 1: Script Tag Vector',",39
110.87.188.33,":'XSS Filter - Category 3: Attribute Vector',",38
110.87.188.33,MSG,0
111.117.110.85,MSG,0
111.117.122.152,MSG,0
111.117.122.192,MSG,0
111.117.122.210,MSG,0
111.117.123.166,MSG,0
111.117.123.30,MSG,0
111.117.123.36,MSG,0
111.117.123.39,MSG,0
111.117.123.60,MSG,0
111.117.126.62,MSG,0
111.14.211.67,MSG,0
111.14.211.68,MSG,0
111.14.211.69,MSG,0
111.16.50.166,":'PHP Injection Attack: High-Risk PHP Function Call Found',",98409
111.16.50.166,":'PHP Injection Attack: Low-Value PHP Function Call Found',",94994
111.16.50.166,":'PHP Injection Attack: Variables Found',",94679
111.16.50.166,":'SQL Comment Sequence Detected.',",242
111.16.50.166,":'SQL Injection Attack',",98409
111.161.109.103,MSG,0
111.177.16.46,":'PHP Injection Attack: Low-Value PHP Function Call Found',",949
111.177.16.46,":'Remote Command Execution: Unix Shell Expression Found',",159
111.177.16.46,":'SQL Comment Sequence Detected.',",173
111.177.16.46,MSG,0
111.18.64.67,MSG,0
111.19.65.109,":'PHP Injection Attack: High-Risk PHP Function Call Found',",494
111.19.65.109,":'SQL Injection Attack',",164
111.206.239.35,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",1
111.206.239.35,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
111.206.239.35,":'PHP Injection Attack: Low-Value PHP Function Call Found',",3
111.206.239.35,":'PHP Injection Attack: PHP Open Tag Found',",3
111.206.239.35,":'PHP Injection Attack: Variable Function Call Found',",3
111.206.239.35,":'Path Traversal Attack (/../)',",5
111.206.239.35,":'Remote Command Execution: Wildcard bypass technique attempt',",1
111.206.239.35,":'SQL Comment Sequence Detected.',",2
111.206.239.35,":'SQL Injection Attack',",4
